"시설번호","지역코드","시설일련번호","시도명","시군구명","시설구분코드","시설구분","수용시설명","도로명주소코드","법정동코드","행정동코드","상세주소","시설면적","이재민수용능력","관리부서","지자체담당자연락처","경도","위도","X좌표","Y좌표"
"7198","1153000000","371","서울특별시","구로구","014","공공시설(국?공립도서관, 공립병원, 시?도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)","구로구민체육센터","1153010600200090014013166","1153010600","1153073000","서울특별시 구로구 고척로45길 39(고척동)","5264","2024","구로구시설관리공단","0220679300","126.852536","37.506133","186961.455077","545195.017427"
"7199","1153000000","316","서울특별시","구로구","001","학교","매봉초등학교","1153010700100030000010669","1153010700","1153074000","서울특별시 구로구 고척로21길 55(개봉동)","110","42","정남연","010-3327-3176","126.844575","37.504402","186257.274305","545004.072311"
"7200","1153000000","333","서울특별시","구로구","001","학교","개명초등학교","1153010700103140165000001","1153010700","1153076000","서울특별시 구로구 개봉로1다길 16-9 (개봉동)","715","275","노진웅","02-2684-5116","126.850698","37.483005","186794.877952","542628.405515"
"7201","1153000000","339","서울특별시","구로구","001","학교","개웅중학교","1153010700102730015008459","1153010700","1153076000","서울특별시 구로구 개봉로11길 81(개봉동)","546","210","김미숙","010-8945-7036","126.851251","37.487542","186844.614817","543131.845458"
"7202","1154500000","331","서울특별시","금천구","004","관공서","가산동주민센터","1154510100101440003015759","1154510100","1154551000","서울특별시 금천구 가산로 129(가산동)","135","51","기진세","02-2104-5200","126.891763","37.476873","190426.147139","541942.884324"
"7203","1154500000","332","서울특별시","금천구","004","관공서","가산종합사회복지관","1154510100101440003015759","1154510100","1154551000","서울특별시 금천구 가산로 129(가산동)","170","65","최선용","02-868-6856","126.891763","37.476873","190426.147139","541942.884324"
"7204","1154500000","10","서울특별시","금천구","001","학교","정심초등학교","1154510200101820044007783","1154510200","1154564000","서울특별시 금천구 독산로78다길 89(독산동)","500","192","김성곤","","126.908460","37.471646","191902.508761","541361.178572"
"7205","1154500000","6","서울특별시","금천구","001","학교","가산초등학교","1154510200101430023012048","1154510200","1154561000","서울특별시 금천구 남부순환로 1304-11 (독산동)","500","192","안성미","028644089","126.896406","37.477953","190836.998698","542062.263542"
"7206","1154500000","7","서울특별시","금천구","001","학교","안천중학교","1154510200110890000013439","1154510200","1154561000","서울특별시 금천구 한내로 69-44 (독산동)","900","346","오창영","","126.887722","37.459219","190066.335712","539983.849697"
"7207","1154500000","8","서울특별시","금천구","001","학교","문교초등학교","1154510200202020001010117","1154510200","1154562000","서울특별시 금천구 독산로54길 102(독산동)","900","346","김명원","02-895-3279","126.908684","37.466393","191921.714891","540778.080752"
"7208","1154500000","11","서울특별시","금천구","001","학교","문성초등학교","1154510200109820000016819","1154510200","1154563000","서울특별시 금천구 시흥대로 460(독산동)","500","192","박미영","","126.899370","37.474566","191098.744145","541686.049785"
"7209","1154500000","311","서울특별시","금천구","001","학교","가산중학교","1154510200103000021012060","1154510200","1154561000","서울특별시 금천구 시흥대로115길 48(독산동)","900","346","주정숙","","126.894362","37.468378","190654.976444","540999.745730"
"7947","1111000000","362","서울특별시","종로구","001","학교","청운중학교","1111010100100890143031481","1111010100","1111051500","서울특별시 종로구 창의문로 51(청운동)","1915","736","","","126.970971","37.589080","197436.171432","554391.346146"
"7948","1111000000","363","서울특별시","종로구","001","학교","경복고등학교","1111010100100890009031514","1111010100","1111051500","서울특별시 종로구 자하문로28가길 9(청운동)","330","126","","","126.972439","37.587320","197565.717065","554195.914824"
"7949","1111000000","359","서울특별시","종로구","001","학교","경기상업고등학교","1111010100100890143031495","1111010100","1111051500","서울특별시 종로구 자하문로 136(청운동)","1629","626","","","126.970898","37.587992","197429.680462","554270.615735"
"7950","1111000000","364","서울특별시","종로구","001","학교","청운초등학교","1111010100101230000031525","1111010100","1111051500","서울특별시 종로구 자하문로 105(청운동)","960","369","","","126.969419","37.585966","197298.984038","554045.740894"
"7951","1111000000","344","서울특별시","종로구","002","마을회관","청운효자동자치회관","1111011100100450030030727","1111011100","1111051500","서울특별시 종로구 자하문로19길 36(옥인동)","142","54","원민숙","010-8622-8994","126.969255","37.581804","197284.307081","553583.778805"
"7952","1111000000","358","서울특별시","종로구","001","학교","매동초등학교","1111011300100320000028641","1111011300","1111053000","서울특별시 종로구 사직로9길 19(필운동)","330","126","","","126.966316","37.577262","197024.589567","553079.785600"
"7953","1111000000","345","서울특별시","종로구","004","관공서","사직동주민센터","1111011500100010028028478","1111011500","1111053000","서울특별시 종로구 사직로9길 1(사직동)","121","46","","","126.967314","37.575868","197112.642101","552925.045412"
"7954","1111000000","331","서울특별시","종로구","007","기타시설","종로문화체육센터","1111011500102840001028313","1111011500","1111053000","서울특별시 종로구 인왕산로1길 21(사직동)","2167","833","원유호","02-732-9392","126.964625","37.574132","196875.014885","552732.478803"
"7955","1111000000","372","서울특별시","종로구","013","연수,숙박","서머셋펠리스 서울","1111012400100850000031906","1111012400","1111061500","서울특별시 종로구 율곡로2길 7(수송동)","19800","240","","","126.981162","37.575170","198335.871241","552847.246720"
"7956","1111000000","349","서울특별시","종로구","004","관공서","종로1234가동 주민센터","1111013300100990000015181","1111013300","1111061500","서울특별시 종로구 삼일대로30길 47(익선동)","355","136","","","126.989383","37.574442","199062.116326","552766.368808"
"7957","1111000000","301","서울특별시","종로구","001","학교","교동초등학교","1111013400100020000017920","1111013400","1111061500","서울특별시 종로구 삼일대로 446(경운동)","396","152","고양훈","02-763-6626","126.987747","37.574764","198917.569768","552802.048097"
"7958","1111000000","335","서울특별시","종로구","004","관공서","삼청동주민센터","1111014000101050001026465","1111014000","1111054000","서울특별시 종로구 삼청로 107(삼청동)","155","59","오병섭","","126.981776","37.584975","198390.374083","553935.442090"
"7210","1154500000","312","서울특별시","금천구","001","학교","독산초등학교","1154510200110340000010201","1154510200","1154562000","서울특별시 금천구 시흥대로104길 31(독산동)","900","346","정경민","02-895-0533","126.900060","37.465230","191158.659393","540649.763659"
"7211","1154500000","330","서울특별시","금천구","001","학교","문성중학교","1154510200200060026009237","1154510200","1154563000","서울특별시 금천구 독산로102길 78(독산동)","900","346","최병섭","02-868-04052","126.908021","37.475727","191864.083147","541814.118263"
"7212","1153000000","374","서울특별시","구로구","001","학교","신미림초등학교","1153010100103980028026712","1153010100","1153051000","서울특별시 구로구 신도림로 26(신도림동)","495","190","최두환","02-2676-7591","126.879277","37.509160","189326.311914","545527.631088"
"7213","1153000000","302","서울특별시","구로구","001","학교","구일고등학교","1153010200106850194025204","1153010200","1153052000","서울특별시 구로구 구일로 90-51 (구로동)","298","115","조성민","010-8213-4290","126.878275","37.494012","189235.531784","543846.503277"
"7214","1153000000","9","서울특별시","구로구","001","학교","구로초등학교","1153010200104430000018883","1153010200","1153053000","서울특별시 구로구 구로중앙로27나길 9(구로동)","1357","522","조현정","","126.886063","37.496888","189924.653826","544164.797598"
"7215","1153000000","10","서울특별시","구로구","001","학교","구로중학교","1153010200100900000016958","1153010200","1153055000","서울특별시 구로구 구로중앙로 48(구로동)","1530","588","최순기","010-9299-8278","126.886825","37.500538","189992.513358","544569.829109"
"7216","1153000000","11","서울특별시","구로구","001","학교","동구로초등학교","1153010200100930000016353","1153010200","1153055000","서울특별시 구로구 구로중앙로14길 43(구로동)","752","289","김숙영","010-8809-7353","126.892536","37.494815","190496.776268","543934.033916"
"7217","1153000000","353","서울특별시","구로구","001","학교","구일중학교","1153010200106850161025233","1153010200","1153052000","서울특별시 구로구 구일로 90-133 (구로동)","865","333","김영철","","126.873722","37.495100","188833.062040","543967.737592"
"7218","1153000000","356","서울특별시","구로구","001","학교","구로남초등학교","1153010200102530000022873","1153010200","1153054000","서울특별시 구로구 디지털로27길 76(구로동)","1138","438","박지선","","126.890841","37.484874","190345.601005","542830.940024"
"7219","1153000000","357","서울특별시","구로구","001","학교","영서중학교","1153010200101450020022703","1153010200","1153054000","서울특별시 구로구 도림로20길 35(구로동)","1253","482","임태형","","126.894735","37.488994","190690.528240","543287.810279"
"7220","1153000000","352","서울특별시","구로구","001","학교","구일초등학교","1153010200106850221025185","1153010200","1153052000","서울특별시 구로구 구일로 68(구로동)","653","251","김현진","","126.872936","37.492747","188763.220282","543706.723104"
"7221","1153000000","372","서울특별시","구로구","014","공공시설(국?공립도서관, 공립병원, 시?도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)","개웅산생활체육관","1153010700102980003000001","1153010700","1153076000","서울특별시 구로구 개봉로3길 108-20 (개봉동)","1072","412","구로구시설관리공단","20679300","126.849657","37.485261","186703.274870","542878.901595"
"7222","1153000000","319","서울특별시","구로구","001","학교","오류초등학교","1153010800100150000004859","1153010800","1153077000","서울특별시 구로구 경인로19길 39(오류동)","899","346","오현","010-6274-2163","126.842121","37.497806","186039.022011","544272.326692"
"7223","1153000000","367","서울특별시","구로구","001","학교","서울오정초등학교","1153010800101080028004033","1153010800","1153078000","서울특별시 구로구 경인로2길 10(오류동)","750","288","","","126.826460","37.489710","184652.536829","543376.254661"
"7224","1153000000","375","서울특별시","구로구","007","기타시설","코업시티호텔","1153010800100550042005444","1153010800","1153077000","서울특별시 구로구 경인로20가길 19(오류동)","130","15","이성근","","126.844730","37.495820","186269.449676","544051.567925"
"7225","1153000000","359","서울특별시","구로구","001","학교","서울정진학교","1153010900102420000000399","1153010900","1153079000","서울특별시 구로구 부일로9길 158(궁동)","776","298","","","126.820767","37.498835","184151.016880","544389.958302"
"7226","1153000000","358","서울특별시","구로구","001","학교","세종과학고등학교","1153010900200180007000001","1153010900","1153079000","서울특별시 구로구 오리로21길 79(궁동)","670","258","","","126.827550","37.497480","184750.526977","544238.419109"
"7227","1153000000","370","서울특별시","구로구","014","공공시설(국?공립도서관, 공립병원, 시?도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)","궁동종합사회복지관","1153010900101080009001787","1153010900","1153079000","서울특별시 구로구 오리로22길 5(궁동)","137","52","","","126.829630","37.499018","184934.710593","544408.732517"
"7228","1153000000","360","서울특별시","구로구","001","학교","서울온수초등학교","1153011000200020008001534","1153011000","1153079000","서울특별시 구로구 부일로 893(온수동)","640","246","","","126.825902","37.494141","184604.060838","543868.050525"
"7229","1153000000","373","서울특별시","구로구","014","공공시설(국?공립도서관, 공립병원, 시?도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)","온수어르신복지관","1153011000101550005000001","1153011000","1153079000","서울특별시 구로구 부일로9길 111(온수동)","258","99","","","126.823286","37.496673","184373.279312","544149.579662"
"7230","1153000000","364","서울특별시","구로구","001","학교","천왕중학교","1153011100101660003000003","1153011100","1153078000","서울특별시 구로구 천왕로 63(천왕동)","754","290","","","121.169846","36.146513","-324971.275894","410088.010312"
"7231","1153000000","361","서울특별시","구로구","001","학교","서울천왕초등학교","1153011100101720002000002","1153011100","1153078000","서울특별시 구로구 천왕로1길 11(천왕동)","759","292","","","126.836761","37.481579","185562.011040","542472.146329"
"7232","1153000000","343","서울특별시","구로구","001","학교","유한공업고등학교","1153011200100010046000128","1153011200","1153078000","서울특별시 구로구 경인로 8(항동)","858","330","박상준","","126.823975","37.488094","184432.433761","543197.271124"
"7233","1154500000","333","서울특별시","금천구","003","경로당","두산(아) 경로당","1154510100107690000015534","1154510100","1154551000","서울특별시 금천구 가산로 99(가산동, 두산위브아파트)","130","50","이남용","","126.893602","37.474079","190588.498483","541632.554548"
"7234","1154500000","345","서울특별시","금천구","004","관공서","금천노인종합복지관","1154510300105580001004801","1154510300","1154567000","서울특별시 금천구 시흥대로51길 93-32 (시흥동)","268","103","조현옥","","126.897819","37.450166","190958.599826","538978.148858"
"7235","1154500000","347","서울특별시","금천구","004","관공서","청담종합사회복지관","1154510300102410007015878","1154510300","1154568000","서울특별시 금천구 금하로29길 36(시흥동)","198","76","유영학","","126.913746","37.451290","192368.000176","539101.437060"
"7236","1154500000","339","서울특별시","금천구","003","경로당","구룡경로당","1154510200109520025006832","1154510200","1154563000","서울특별시 금천구 남부순환로122길 5(독산동)","99","38","이용학","","126.902206","37.479179","191350.088686","542197.799125"
"7237","1154500000","341","서울특별시","금천구","003","경로당","정심경로당","1154510200101960008016675","1154510200","1154564000","서울특별시 금천구 독산로75길 12-7 (독산동)","117","45","안소희","","126.901567","37.469468","191292.475262","541120.023861"
"7238","1154500000","335","서울특별시","금천구","004","관공서","금천어르신복지센터","1154510200102930014013030","1154510200","1154561000","서울특별시 금천구 범안로17길 22(독산동)","113","43","조영표","02-897-5104","126.886851","37.457940","189989.143748","539842.048067"
"7239","1154500000","356","서울특별시","금천구","004","관공서","시흥5동주민센터","1154510300109100005000747","1154510300","1154571000","서울특별시 금천구 금하로24길 6(시흥동)","165","63","오우석","","126.908302","37.452352","191886.377875","539219.828093"
"7240","1154500000","318","서울특별시","금천구","001","학교","신흥초등학교","1154510300107040056002182","1154510300","1154570000","서울특별시 금천구 독산로36나길 21(시흥동)","900","346","한미나","02-894-5149","126.908697","37.459412","191922.108697","540003.338140"
"7241","1154500000","319","서울특별시","금천구","001","학교","백산초등학교","1154510300104380005000920","1154510300","1154571000","서울특별시 금천구 시흥대로38길 78(시흥동)","900","346","은민정","02-803-8812","126.905004","37.447002","191594.006559","538626.255909"
"7242","1154500000","320","서울특별시","금천구","001","학교","시흥초등학교","1154510300108410019006625","1154510300","1154567000","서울특별시 금천구 독산로23길 26(시흥동)","900","346","김미숙","","126.904241","37.455456","191527.433243","539564.625664"
"7243","1154500000","321","서울특별시","금천구","001","학교","탑동초등학교","1154510300102300000004115","1154510300","1154568000","서울특별시 금천구 탑골로 47-3 (시흥동)","900","346","정성림","02-802-0716","126.914528","37.452725","192437.361329","539260.705724"
"7959","1111000000","23","서울특별시","종로구","001","학교","창신초등학교","1111017400101280032006350","1111017400","1111067000","서울특별시 종로구 지봉로 73(창신동)","660","253","한상희","02-763-3161","127.014352","37.576019","201267.806661","552941.399267"
"7960","1111000000","322","서울특별시","종로구","001","학교","서일국제경영고등학교","1111017400100130080002997","1111017400","1111069000","서울특별시 종로구 지봉로17길 49(창신동)","504","193","정휘정","02-763-6242","127.012866","37.579466","201136.515647","553323.982043"
"7961","1111000000","351","서울특별시","종로구","004","관공서","창신2동주민센터","1111017400105830003003772","1111017400","1111068000","서울특별시 종로구 창신길 62(창신동)","176","67","","","127.010802","37.574441","200954.190808","552766.239700"
"7962","1111000000","350","서울특별시","종로구","004","관공서","창신1동주민센터","1111017400104010003005307","1111017400","1111067000","서울특별시 종로구 지봉로 8-6 (창신동)","198","76","","","127.016230","37.570770","201433.799130","552358.839165"
"7963","1111000000","338","서울특별시","종로구","004","관공서","창신3동주민센터","1111017400100230816032084","1111017400","1111069000","서울특별시 종로구 지봉로 87(창신동, 창신이수아파트)","118","45","나창길","010-8269-5519","127.014730","37.578026","201301.179419","553164.189412"
"7964","1111000000","24","서울특별시","종로구","006","교회","창신제일교회","1111017400106350002003936","1111017400","1111068000","서울특별시 종로구 창신7길 7(창신동)","165","63","우기환","010-8908-0736","127.010071","37.575669","200889.657958","552902.533011"
"7965","1111000000","369","서울특별시","종로구","014","공공시설(국?공립도서관, 공립병원, 시?도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)","종로구민회관","1111017400102220008006266","1111017400","1111067000","서울특별시 종로구 지봉로5길 7-5 (창신동)","953","366","원유호","","127.014372","37.573464","201269.595556","552657.782988"
"7966","1111000000","376","서울특별시","종로구","014","공공시설(국?공립도서관, 공립병원, 시?도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)","종로종합사회복지관","1111017400100230344003333","1111017400","1111069000","서울특별시 종로구 지봉로13길 82(창신동)","1421","100","","","127.012486","37.577296","201102.919799","553083.108012"
"7967","1111000000","343","서울특별시","종로구","003","경로당","숭인상록경로당","1111017500100550002002882","1111017500","1111070000","서울특별시 종로구 지봉로 86(숭인동)","244","93","","","127.015593","37.577808","201377.414243","553139.957385"
"7968","1111000000","26","서울특별시","종로구","004","관공서","숭인1동주민센터","1111017500100550002002882","1111017500","1111070000","서울특별시 종로구 지봉로 86(숭인동)","770","296","이정은","02-2148-5492","127.015633","37.577836","201380.912614","553143.102270"
"7969","1111000000","340","서울특별시","종로구","004","관공서","숭인2동주민센터","1111017500101780167000939","1111017500","1111071000","서울특별시 종로구 종로65길 10(숭인동)","256","98","이근수","02-2148-5512","127.019986","37.574886","201765.514215","552815.793560"
"7970","1111000000","339","서울특별시","종로구","007","기타시설","도담도담도서관","1111017500107500000001678","1111017500","1111071000","서울특별시 종로구 숭인동길 43(숭인동)","108","41","김영자","010-3663-5513","127.021835","37.576925","201928.750922","553042.108751"
"7971","1111000000","370","서울특별시","종로구","014","공공시설(국?공립도서관, 공립병원, 시?도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)","아름꿈도서관","1111017500102420007001250","1111017500","1111071000","서울특별시 종로구 종로58가길 19(숭인동)","639","245","이해수","","127.017131","37.572687","201513.304297","552571.598050"
"7972","1111000000","16","서울특별시","종로구","001","학교","대신고등학교","1111018100101710010020841","1111018100","1111058000","서울특별시 종로구 사직로 9(행촌동)","1976","760","조철환","02-736-0317","126.961717","37.573343","196618.122457","552644.989630"
"7973","1111000000","347","서울특별시","종로구","004","관공서","교남동주민센터","1111018100101800010031895","1111018100","1111058000","서울특별시 종로구 송월길 154(행촌동)","313","120","","","126.961947","37.571912","196638.338997","552486.204700"
"7974","1111000000","14","서울특별시","종로구","001","학교","서울예술고등학교","1111018300102170000023388","1111018300","1111056000","서울특별시 종로구 평창문화로 70(평창동)","489","188","이도민","010-2362-6920","126.968665","37.605467","197233.084309","556210.150764"
"7975","1111000000","333","서울특별시","종로구","004","관공서","평창동주민센터","1111018300101860003000001","1111018300","1111056000","서울특별시 종로구 평창문화로 65(평창동)","108","41","김주현","02-2148-5139","126.968398","37.606371","197209.568214","556310.471658"
"7976","1111000000","373","서울특별시","종로구","013","연수,숙박","동화 킴스호텔","1111018300100660050022012","1111018300","1111056000","서울특별시 종로구 평창문화로 136(평창동)","9900","120","","","126.975119","37.609602","197803.070097","556668.928835"
"7979","1114000000","42","서울특별시","중구","003","경로당","을지경로당","1114015000101780001023290","1114015000","1114060500","서울특별시 중구 을지로28길 16(을지로4가)","112","43","김성식","02-2274-2077","126.998887","37.565963","199901.645267","551825.223903"
"7980","1114000000","50","서울특별시","중구","007","기타시설","훈련원공원 종합체육관","1114015100100400003013726","1114015100","1114060500","서울특별시 중구 을지로 227(을지로5가)","747","287","박문수","02-2280-8399","127.003879","37.567387","200342.677030","551983.303249"
"7981","1114000000","7","서울특별시","중구","006","교회","을지로교회","1114016000100310000013044","1114016000","1114060500","서울특별시 중구 을지로20길 24-10 (인현동1가)","858","330","안재평","02-2266-3070","126.994890","37.565632","199548.529395","551788.450750"
"7982","1114000000","8","서울특별시","중구","001","학교","한양공업고등학교","1114016200102240002000204","1114016200","1114061500","서울특별시 중구 을지로 299(신당동)","8617","3314","변진석","010-6215-1169","127.011467","37.565597","201013.080701","551784.673407"
"7983","1114000000","9","서울특별시","중구","001","학교","장충초등학교","1114016200103860086007812","1114016200","1114062500","서울특별시 중구 청구로17길 40(신당동)","567","218","이우석","2234-1795","127.011105","37.559466","200981.153493","551104.195264"
"7984","1114000000","56","서울특별시","중구","001","학교","성동글로벌경영고등학교","1114016200102500034009747","1114016200","1114061500","서울특별시 중구 퇴계로 375(신당동)","554","213","이수영","02-6360-1502","127.012995","37.565826","201148.101261","551810.042922"
"7985","1114000000","54","서울특별시","중구","001","학교","광희초등학교","1114016200102540018011394","1114016200","1114061500","서울특별시 중구 다산로 269(신당동)","655","252","류은주","02-2238-3918","127.015117","37.567396","201335.525090","551984.360314"
"7986","1114000000","53","서울특별시","중구","001","학교","성동고등학교","1114016200101610000004880","1114016200","1114065000","서울특별시 중구 퇴계로90길 17(신당동)","877","337","박종옥","02-2237-2412","127.022898","37.564162","202023.023218","551625.607654"
"7987","1114000000","43","서울특별시","중구","003","경로당","신당경로당","1114016200103040738023346","1114016200","1114061500","서울특별시 중구 다산로29길 10(신당동)","144","55","방순숙","02-2234-5116","127.013551","37.561100","201197.300002","551285.607149"
"7988","1114000000","44","서울특별시","중구","003","경로당","다산경로당","1114016200103860066000001","1114016200","1114062500","서울특별시 중구 동호로12길 97(신당동)","342","132","정영일","02-2238-3357","127.012067","37.559561","201066.185261","551114.689687"
"7989","1111000000","366","서울특별시","종로구","006","교회","서울복음교회","1111016400102100001013374","1111016400","1111063000","서울특별시 종로구 율곡로 264(종로6가)","216","83","황옥연","","127.006608","37.573322","200583.734673","552641.979360"
"7990","1111000000","319","서울특별시","종로구","001","학교","서울사대부설여자중학교","1111016800101990001010687","1111016500","1111064000","서울특별시 종로구 대학로 64(이화동)","260","100","김면중","762-5251","127.003732","37.577881","200329.624489","553148.018379"
"7991","1111000000","368","서울특별시","종로구","004","관공서","이화동주민센터","1111016500101490001010781","1111016500","1111064000","서울특별시 종로구 이화장길 33(이화동)","279","107","박영실","","127.004333","37.576936","200382.753993","553043.068828"
"7244","1154500000","357","서울특별시","금천구","001","학교","문일고등학교","1154510300105590001004671","1154510300","1154567000","서울특별시 금천구 시흥대로47길 45(시흥동)","1851","711","지한경","","126.898249","37.449493","190996.561186","538903.415130"
"7245","1154500000","348","서울특별시","금천구","002","마을회관","박미사랑마을회관","1154510300109570011016434","1154510300","1154569000","서울특별시 금천구 시흥대로12길 82(시흥동)","165","63","심영보","","126.907438","37.440301","191808.660223","537882.411960"
"7246","1154500000","350","서울특별시","금천구","004","관공서","금천문화원","1154510300109370009000001","1154510300","1154569000","서울특별시 금천구 시흥대로38길 61(시흥동)","198","76","이종학","02-896-8552","126.904543","37.447408","191553.254888","538671.401881"
"7247","1154500000","352","서울특별시","금천구","004","관공서","남부여성발전센터","1154510300201390002001767","1154510300","1154570000","서울특별시 금천구 독산로50길 23(시흥동)","231","88","이상욱","","126.906036","37.463260","191687.088648","540430.663992"
"7248","1156000000","472","서울특별시","영등포구","014","공공시설(국?공립도서관, 공립병원, 시?도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)","영등포제2스포츠센터","1156011400100960001000001","1156011400","1156056000","서울특별시 영등포구 국회대로 615(당산동4가)","553","213","김덕인","02-2630-2972","126.902818","37.526488","191409.657061","547448.402217"
"7249","1156000000","443","서울특별시","영등포구","003","경로당","구립당산2동경로당","1156011600101840000000001","1156011600","1156056000","서울특별시 영등포구 당산로48길 16(당산동6가)","122","47","유정길","02-2676-9460","126.904013","37.534943","191516.267114","548386.726550"
